Наименование маршрута,name,query,url,short_name,address,coords,lat,lon,source,N_point,city
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Дворец детского и юношеского творчества (Особняк А.Ф. Второва). ","Иркутская область, г. Иркутск, Дворец детского и юношеского творчества (Особняк А.Ф. Второва). ",https://yandex.ru/maps/-/CCUcvWqlCB,Дворец детского и юношеского творчества,"ул. Желябова, 5, Иркутск","52.287805, 104.285361",52.287805,104.285361,,22,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Иркутский областной суд (Усадьба Трапезниковых)","Иркутская область, г. Иркутск, Иркутский областной суд (Усадьба Трапезниковых)",https://yandex.ru/maps/-/CCUcvWBK2B,Иркутский областной суд,"Байкальская ул., 121, Иркутск","52.264456, 104.311439",52.264456,104.311439,,23,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Гостиница «Гранд-Отель» (ныне – торговое здание)","Иркутская область, г. Иркутск, Гостиница «Гранд-Отель» (ныне – торговое здание)",https://yandex.ru/maps/-/CCUgIPC0SB,"улица Литвинова, 1","улица Литвинова, 1, Иркутск, 664003","52.284547, 104.288431",52.284547,104.288431,,24,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, отдел природы Краеведческого музея (Торговый дом Макушина и Посохина)","Иркутская область, г. Иркутск, отдел природы Краеведческого музея (Торговый дом Макушина и Посохина)",https://yandex.ru/maps/org/otdel_prirody_irkutskogo_oblastnogo_krayevedcheskogo_muzeya/215313713078/,Отдел природы Иркутского областного краеведческого музея,"ул. Карла Маркса, 11, Иркутск","52.281413, 104.283974",52.281413,104.283974,,25,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Кинотеатр «Художественный» ","Иркутская область, г. Иркутск, Кинотеатр «Художественный» ",https://yandex.ru/maps/-/CCUcvWbPsC,Художественный,"ул. Карла Маркса, 24, Иркутск","52.280849, 104.283764",52.280849,104.283764,,26,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Театр Юного Зрителя им. А.В. Вампилова","Иркутская область, г. Иркутск, Театр Юного Зрителя им. А.В. Вампилова",https://yandex.ru/maps/-/CCUcvWrVCB,Иркутский областной театр юного зрителя имени А. Вампилова,"ул. Ленина, 23, Иркутск","52.277537, 104.285267",52.277537,104.285267,,27,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Иркутская областная филармония (ранее – Общественное собрание)","Иркутская область, г. Иркутск, Иркутская областная филармония (ранее – Общественное собрание)",https://yandex.ru/maps/-/CCUcvWCLXC,Иркутская областная филармония Концертный зал,"ул. Дзержинского, 2, Иркутск","52.278016, 104.285322",52.278016,104.285322,,28,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Крестовоздвиженская церковь","Иркутская область, г. Иркутск, Крестовоздвиженская церковь",https://yandex.ru/maps/-/CCUcvWSC2B,Церковь Воздвижения Честного Креста Господня,"ул. Седова, 1, Иркутск","52.276351, 104.288324",52.276351,104.288324,,29,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутск, Спасская церковь. Крипта над захоронением останков первых жителей Иркутска у Спасской церкви",Спасская церковь. Крипта над захоронением останков первых жителей Иркутска у Спасской церкви,https://yandex.ru/maps/-/CCUcvWcgcC,Спасо-Преображенский храм,"пер. Волконского, 1, Иркутск","52.287673, 104.303638",52.287673,104.303638,,1,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутская область, г. Иркутск, Римско-католический костёл Успения Божией Матери","Иркутская область, г. Иркутск, Римско-католический костёл Успения Божией Матери",https://yandex.ru/maps/-/CCUcvSDBPB,Римско-католическая церковь,"ул. Сухэ-Батора, 1, Иркутск","52.290448, 104.282409",52.290448,104.282409,,2,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутская область, г. Иркутск, Собор Богоявления Господня","Иркутская область, г. Иркутск, Собор Богоявления Господня",https://yandex.ru/maps/-/CCUcvWw~0A,Собор Богоявления Господня,"ул. Сухэ-Батора, 1А, Иркутск","52.292250, 104.282525",52.29225,104.282525,,3,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутская область, г. Иркутск, Памятник Якову Похабову","Иркутская область, г. Иркутск, Памятник Якову Похабову",https://yandex.ru/maps/org/osnovatelyam_irkutska/93372538147/,Основателям Иркутска,"Иркутск, улица Нижняя Набережная","52.292641, 104.281658",52.292641,104.281658,,4,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутская область, г. Иркутск, Бюст Афанасия Павлантьевича Белобородова","Иркутская область, г. Иркутск, Бюст Афанасия Павлантьевича Белобородова",https://yandex.ru/maps/-/CCUgAHXj-D,Памятник А. П. Белобородову,"Иркутск, сквер У Вечного Огня","52.291691, 104.280032",52.291691,104.280032,,5,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутская область, г. Иркутск, Сукачевский сад","Иркутская область, г. Иркутск, Сукачевский сад",https://yandex.ru/maps/-/CCUgIPCGtA,сквер у Вечного Огня,"сквер у Вечного Огня, Иркутск","52.291378, 104.279276",52.291378,104.279276,,6,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутская область, г. Иркутск, Мемориал иркутянам, погибшим в Великой Отечественной Войне","Иркутская область, г. Иркутск, Мемориал иркутянам, погибшим в Великой Отечественной Войне",https://yandex.ru/maps/-/CCUgIPWWOA,Вечный огонь,"Иркутск, сквер У Вечного Огня","52.290968, 104.280236",52.290968,104.280236,,7,Иркутск
Маршруты Иркутска: исторический центр ,"Иркутская область, г. Иркутск, Памятник святым Петру и Февронии","Иркутская область, г. Иркутск, Памятник святым Петру и Февронии",https://yandex.ru/maps/-/CCUcvWxdGC,Святые Пётр и Феврония Муромские,"ул. Сухэ-Батора, 2, Иркутск","52.291274, 104.280875",52.291274,104.280875,,8,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Художественный музей В.П. Сукачева","Иркутская область, г. Иркутск, Художественный музей В.П. Сукачева",https://yandex.ru/maps/org/gbuk_irkutskiy_oblastnoy_khudozhestvenny_muzey_imeni_v_p_sukachyova/1194546146/,ГБУК Иркутский областной художественный музей имени В. П. Сукачёва,"ул. Ленина, 5, Иркутск","52.283958, 104.281599",52.283958,104.281599,,1,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Иркутский государственный цирк","Иркутская область, г. Иркутск, Иркутский государственный цирк",https://yandex.ru/maps/-/CCUcv0UYdD,Иркутский государственный цирк,"Пролетарская ул., 13, Иркутск","52.287623, 104.287202",52.287623,104.287202,,2,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Православная женская гимназия","Иркутская область, г. Иркутск, Православная женская гимназия",https://yandex.ru/maps/-/CCUcv0aWgC,Православная женская гимназия,"ул. Декабрьских Событий, 3, Иркутск","52.292272, 104.288281",52.292272,104.288281,,3,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Ремесленное училище","Иркутская область, г. Иркутск, Ремесленное училище",https://yandex.ru/maps/org/irkutskiy_tekhnikum_mashinostroyeniya_im_n_p_trapeznikova/170995545134/,Иркутский техникум машиностроения им. Н. П. Трапезникова,"ул. Рабочего Штаба, 6, Иркутск","52.301138, 104.298536",52.301138,104.298536,,4,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Памятник Александру Васильевичу Колчаку","Иркутская область, г. Иркутск, Памятник Александру Васильевичу Колчаку",https://yandex.ru/maps/-/CCUcvKWS8B,А. В. Колчак,"Иркутск, предместье Марата","52.300035, 104.295058",52.300035,104.295058,,5,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Некрополь в ограде Знаменского монастыря","Иркутская область, г. Иркутск, Некрополь в ограде Знаменского монастыря",https://yandex.ru/maps/-/CCUgMAwIOD,Знаменский женский епархиальный монастырь,"Ангарская ул., 14, Иркутск","52.301036, 104.294216",52.301036,104.294216,,6,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Знаменский монастырь","Иркутская область, г. Иркутск, Знаменский монастырь",https://yandex.ru/maps/-/CCUgMAwIOD,Знаменский женский епархиальный монастырь,"Ангарская ул., 14, Иркутск","52.301036, 104.294216",52.301036,104.294216,,7,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Иркутский завод «Кедр»","Иркутская область, г. Иркутск, Иркутский завод «Кедр»",https://yandex.ru/maps/-/CCUgIPvk9D,Ликероводочный завод Кедр,"ул. Рабочего Штаба, 27/1","52.305943, 104.297805",52.305943,104.297805,,8,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Начальное училище имени Пономарева","Иркутская область, г. Иркутск, Начальное училище имени Пономарева",https://yandex.ru/maps/-/CCUgMBDuLC,Начальное училище имени Пономарева,"улица Рабочего Штаба, 27/2, Иркутск","52.306402, 104.297971",52.306402,104.297971,https://www.izi.travel/ru/e662-marshruty-irkutska-istoriya-remeslennoy-slobody/ru,9,Иркутск
История ремесленной слободы ,"Иркутская область, г. Иркутск, Покровская церковь","Иркутская область, г. Иркутск, Покровская церковь",https://yandex.ru/maps/-/CCUgMEFQ3D,Церковь Покрова Пресвятой Богородицы,"ул. Рабочего Штаба, 21А, Иркутск","52.306694, 104.297410",52.306694,104.29741,,10,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Центральный рынок","Иркутская область, г. Иркутск, Центральный рынок",https://yandex.ru/maps/org/tsentralny/1101165983/,Центральный,"ул. Чехова, 22, Иркутск","52.282860, 104.295704",52.28286,104.295704,,1,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Софьи Перовской","Иркутская область, г. Иркутск, Улица Софьи Перовской",https://yandex.ru/maps/-/CCUcvKtU8C,улица Софьи Перовской,"улица Софьи Перовской, Иркутск","52.280536, 104.298977",52.280536,104.298977,,2,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Партизанская  ","Иркутская область, г. Иркутск, Улица Партизанская  ",https://yandex.ru/maps/-/CCUcvKxoLD,Партизанская улица,"Партизанская улица, Иркутск","52.274563, 104.307789",52.274563,104.307789,,3,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Торговый центр «Иркутский» (бывший завод карданных валов)","Иркутская область, г. Иркутск, Торговый центр «Иркутский» (бывший завод карданных валов)",https://yandex.ru/maps/org/irkutskiy_zavod_kardannykh_valov/1105567161/,Иркутский завод карданных валов,"Советская ул., 58, Иркутск","52.276470, 104.305184",52.27647,104.305184,,4,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Красных мадьяр","Иркутская область, г. Иркутск, Улица Красных мадьяр",https://yandex.ru/maps/-/CCUcvOUAOC,улица Красных Мадьяр,"улица Красных Мадьяр, Иркутск","52.275979, 104.312919",52.275979,104.312919,,5,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Особняк туберкулезной больницы","Иркутская область, г. Иркутск, Особняк туберкулезной больницы",https://yandex.ru/maps/-/CCUgMFabCA,"ОГБУЗ Иркутская областная клиническая туберкулезная больница, филиал № 1","Партизанская ул., 74, Иркутск","52.273654, 104.307975",52.273654,104.307975,,6,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Метеостанция (Иркутская магнитно-метеорологическая обсерватория)","Иркутская область, г. Иркутск, Метеостанция (Иркутская магнитно-метеорологическая обсерватория)",https://yandex.ru/maps/org/irkutskoye_upravleniye_po_gidrometeorologii_i_monitoringu_okruzhayushchey_sredy/1052825530/,Иркутское управление по гидрометеорологии и мониторингу окружающей среды,"Партизанская ул., 76, Иркутск","52.272000, 104.308891",52.272,104.308891,,7,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Диагностический центр","Иркутская область, г. Иркутск, Диагностический центр",https://yandex.ru/maps/-/CCUgIPSS8A,Диагностический центр,"Иркутск, Байкальская улица","52.266554, 104.309675",52.266554,104.309675,,8,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Иркутский областной суд","Иркутская область, г. Иркутск, Иркутский областной суд",https://yandex.ru/maps/org/irkutskiy_oblastnoy_sud/1023634282/,Иркутский областной суд,"Байкальская ул., 121, Иркутск","52.264456, 104.311439",52.264456,104.311439,,9,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Карла Либнехта","Иркутская область, г. Иркутск, Улица Карла Либнехта",https://yandex.ru/maps/-/CCUcvOR~pA,улица Карла Либкнехта,"улица Карла Либкнехта, Иркутск","52.277864, 104.311787",52.277864,104.311787,,10,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Лопатина","Иркутская область, г. Иркутск, Улица Лопатина",https://yandex.ru/maps/-/CCUcvOb9cC,улица Лопатина,"улица Лопатина, Иркутск","52.266115, 104.316000",52.266115,104.316,,11,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Лыткина","Иркутская область, г. Иркутск, Улица Лыткина",https://yandex.ru/maps/-/CCUcvOr4XC,улица Лыткина,"улица Лыткина, Иркутск","52.267768, 104.317626",52.267768,104.317626,,12,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Пискунова","Иркутская область, г. Иркутск, Улица Пискунова",https://yandex.ru/maps/-/CCUcvOvDXB,улица Пискунова,"улица Пискунова, Иркутск","52.270248, 104.316135",52.270248,104.316135,,13,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улицы Советские (бывшие Иерусалимские)","Иркутская область, г. Иркутск, Улицы Советские (бывшие Иерусалимские)",https://yandex.ru/maps/-/CCUgAHDs9C,Советская улица,"Советская улица, Иркутск","52.279974, 104.325333",52.279974,104.325333,,14,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Трилиссера","Иркутская область, г. Иркутск, Улица Трилиссера",https://yandex.ru/maps/-/CCUcvOWmsB,улица Трилиссера,"улица Трилиссера, Иркутск","52.274607, 104.316072",52.274607,104.316072,,15,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Танк Т-34 «Иркутский комсомолец»","Иркутская область, г. Иркутск, Танк Т-34 «Иркутский комсомолец»",https://yandex.ru/maps/-/CCUgIPGzcB,Танк Иркутский Комсомолец,"Иркутск, Октябрьский округ","52.279082, 104.317515",52.279082,104.317515,,16,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Дворец бракосочетаний","Иркутская область, г. Иркутск, Дворец бракосочетаний",https://yandex.ru/maps/org/dvorets_brakosochetaniya/229581131789/,Дворец Бракосочетания,"ул. Декабрьских Событий, 106, Иркутск","52.280365, 104.314374",52.280365,104.314374,,17,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Площадь Декабристов","Иркутская область, г. Иркутск, Площадь Декабристов",https://yandex.ru/maps/-/CCUcvOwk0A,площадь Декабристов,"площадь Декабристов, Иркутск","52.282250, 104.313054",52.28225,104.313054,,18,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Памятник иркутянам, погибшим при исполнении воинского долга","Иркутская область, г. Иркутск, Памятник иркутянам, погибшим при исполнении воинского долга",https://yandex.ru/maps/-/CCUcvOHfLC,"Памятник иркутянам, погибшим при исполнении воинского долга","Иркутск, площадь Декабристов","52.282104, 104.312907",52.282104,104.312907,,19,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Училище еврейского общества (Филиал средней школы №9)","Иркутская область, г. Иркутск, Училище еврейского общества (Филиал средней школы №9)",https://yandex.ru/maps/-/CCUgMFBpXD,Школа № 9,"Ямская ул., 32","52.282813, 104.309618",52.282813,104.309618,,20,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Ямская","Иркутская область, г. Иркутск, Улица Ямская",https://yandex.ru/maps/-/CCUcvOd1CD,Ямская улица,"Ямская улица, Иркутск","52.282905, 104.309343",52.282905,104.309343,,21,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Иосифа Уткина","Иркутская область, г. Иркутск, Улица Иосифа Уткина",https://yandex.ru/maps/-/CCUcvOtJ2A,улица Иосифа Уткина,"улица Иосифа Уткина, Иркутск","52.285164, 104.309128",52.285164,104.309128,,22,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Музей городского быта","Иркутская область, г. Иркутск, Музей городского быта",https://yandex.ru/maps/-/CCUcvOxsSC,"Музей истории города Иркутска имени А. М. Сибирякова, филиал Музей городского быта","ул. Декабрьских Событий, 77А, Иркутск","52.286013, 104.304103",52.286013,104.304103,,23,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Музей чая","Иркутская область, г. Иркутск, Музей чая",https://yandex.ru/maps/org/muzey_chaya/61056964190/,Музей чая,"ул. Декабрьских Событий, 77Б, Иркутск, этаж 2","52.285955, 104.304240",52.285955,104.30424,,24,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Кружевной дом","Иркутская область, г. Иркутск, Кружевной дом",https://yandex.ru/maps/-/CCUcvSQddA,Кружева,"Партизанская ул., 28, Иркутск","52.280193, 104.301318",52.280193,104.301318,,25,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Усадьба декабриста С.Г.Волконского","Иркутская область, г. Иркутск, Усадьба декабриста С.Г.Волконского",https://yandex.ru/maps/-/CCUcvSasWC,сквер С.Г. Волконского,"сквер С.Г. Волконского, Иркутск","52.288486, 104.305912",52.288486,104.305912,,26,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Спасо-преображенская церковь","Иркутская область, г. Иркутск, Спасо-преображенская церковь",https://yandex.ru/profile/-/CCUgMEglOA,Спасо-Преображенский храм,"пер. Волконского, 1","52.287673, 104.303638",52.287673,104.303638,,27,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Тимирязева","Иркутская область, г. Иркутск, Улица Тимирязева",https://yandex.ru/maps/-/CCUcvSuf~D,улица Тимирязева,"улица Тимирязева, Иркутск","52.281787, 104.296417",52.281787,104.296417,,28,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Пожарная каланча","Иркутская область, г. Иркутск, Пожарная каланча",https://yandex.ru/maps/-/CCUcvSFQwC,Пожарная каланча,"ул. Марата, 10, Иркутск","52.288142, 104.275443",52.288142,104.275443,,29,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Театральное училище","Иркутская область, г. Иркутск, Театральное училище",https://yandex.ru/maps/-/CCUcvSR8OA,Иркутское театральное училище,"ул. Тимирязева, 20, Иркутск","52.280609, 104.295424",52.280609,104.295424,,30,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Лицей № 3 г. Иркутска","Иркутская область, г. Иркутск, Лицей № 3 г. Иркутска",https://yandex.ru/maps/-/CCUcvSbcxC,МБОУ г. Иркутска Лицей № 3,"ул. Тимирязева, 14, Иркутск","52.279670, 104.294600",52.27967,104.2946,,31,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улицы Грязнова и Лапина","Иркутская область, г. Иркутск, Улицы Грязнова и Лапина",https://yandex.ru/maps/-/CCUcvSrHwA,улица Грязнова,"улица Грязнова, Иркутск","52.279115, 104.288628",52.279115,104.288628,,32,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Подгорная","Иркутская область, г. Иркутск, Улица Подгорная",https://yandex.ru/maps/-/CCUcvSCsLD,Подгорная улица,"Подгорная улица, Иркутск","52.278453, 104.298941",52.278453,104.298941,,33,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск,  Крестовоздвиженская церковь","Иркутская область, г. Иркутск,  Крестовоздвиженская церковь",https://yandex.ru/maps/-/CCUcvSSR3C,Церковь Воздвижения Честного Креста Господня,"ул. Седова, 1, Иркутск","52.276351, 104.288324",52.276351,104.288324,,34,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Памятник бабру","Иркутская область, г. Иркутск, Памятник бабру",https://yandex.ru/maps/-/CCUcvScITA,Бабр,"Иркутск, улица Седова","52.275998, 104.286576",52.275998,104.286576,,35,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Иркутская слобода (130-ый квартал)","Иркутская область, г. Иркутск, Иркутская слобода (130-ый квартал)",https://yandex.ru/maps/-/CCUcvKWooB,130-й квартал,"130-й квартал, Иркутск","52.273704, 104.289994",52.273704,104.289994,,36,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Амурские ворота","Иркутская область, г. Иркутск, Амурские ворота",https://yandex.ru/maps/org/amurskiye_vorota/148861421100/,Амурские ворота,"ул. Седова, 62, стр. 1-3, Иркутск","52.269848, 104.297272",52.269848,104.297272,,37,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Театр Юного Зрителя им. А.В. Вампилова","Иркутская область, г. Иркутск, Театр Юного Зрителя им. А.В. Вампилова",https://yandex.ru/maps/-/CCUcvWrVCB,Иркутский областной театр юного зрителя имени А. Вампилова,"ул. Ленина, 23, Иркутск","52.277537, 104.285267",52.277537,104.285267,,38,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Здание русско-азиатского банка (поликлиника №2)","Иркутская область, г. Иркутск, Здание русско-азиатского банка (поликлиника №2)",https://yandex.ru/maps/org/ogbuz_igkb_3_poliklinika/1016604419/,Русско-Азиатский банк,"ул. Ленина, 38, Иркутск","52.279934, 104.282100",52.279934,104.2821,,39,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Харлампиевская церковь","Иркутская область, г. Иркутск, Харлампиевская церковь",https://yandex.ru/maps/-/CCUcvSTakA,Михаило-Архангельская Харлампиевская церковь,"ул. 5-й Армии, 59, Иркутск","52.281465, 104.277489",52.281465,104.277489,,40,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Марата","Иркутская область, г. Иркутск, Улица Марата",https://yandex.ru/maps/-/CCUcvSXcsA,улица Марата,"улица Марата, Иркутск","52.285291, 104.277822",52.285291,104.277822,,41,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Дом литераторов","Иркутская область, г. Иркутск, Дом литераторов",https://yandex.ru/maps/-/CCUcvShY8C,Иркутский дом литераторов,"ул. Степана Разина, 40, Иркутск","52.281936, 104.278466",52.281936,104.278466,,42,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Дом всероссийского общества слепых","Иркутская область, г. Иркутск, Дом всероссийского общества слепых",https://yandex.ru/maps/-/CCUcvStkHB,Всероссийское общество слепых,"ул. Степана Разина, 30, Иркутск","52.282868, 104.277175",52.282868,104.277175,,43,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Иркутский главпочтамт","Иркутская область, г. Иркутск, Иркутский главпочтамт",https://yandex.ru/maps/-/CCUcvWAy0D,Иркутский почтамт Контрольно-справочный участок № 664025,"ул. Степана Разина, 23, Иркутск","52.283907, 104.276716",52.283907,104.276716,,44,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Российская","Иркутская область, г. Иркутск, Улица Российская",https://yandex.ru/maps/-/CCUcvWEPsB,Российская улица,"Российская улица, Иркутск","52.285423, 104.275423",52.285423,104.275423,,45,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск,  Троицкая церковь","Иркутская область, г. Иркутск,  Троицкая церковь",https://yandex.ru/maps/-/CCUcvWUXWB,Церковь Троицы Живоначальной,"ул. 5-й Армии, 8, Иркутск","52.285486, 104.270468",52.285486,104.270468,,46,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Чкалова","Иркутская область, г. Иркутск, Улица Чкалова",https://yandex.ru/maps/-/CCUcvWeSpC,улица Чкалова,"улица Чкалова, Иркутск","52.287808, 104.273312",52.287808,104.273312,,47,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Здание прогимназии Гайдук","Иркутская область, г. Иркутск, Здание прогимназии Гайдук",https://yandex.ru/maps/-/CCUgIPc0-A,"улица 5-й Армии, 2","улица 5-й Армии, 2, Иркутск, 664025","52.287693, 104.266889",52.287693,104.266889,,48,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Глазковский мост","Иркутская область, г. Иркутск, Глазковский мост",https://yandex.ru/maps/-/CCUcvWBwgC,Глазковский мост,"Глазковский мост, Иркутск","52.287649, 104.263152",52.287649,104.263152,,49,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Улица Маяковского","Иркутская область, г. Иркутск, Улица Маяковского",https://yandex.ru/maps/-/CCUcvWRN0A,улица Маяковского,"улица Маяковского, Иркутск","52.286167, 104.244943",52.286167,104.244943,,50,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, УлицаЧелнокова и бюст Н.В.Челнокова","Иркутская область, г. Иркутск, УлицаЧелнокова и бюст Н.В.Челнокова",https://yandex.ru/maps/-/CCUcvOGfCA,Иркутск,Иркутск,"52.289588, 104.280606",52.289588,104.280606,,51,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Лицей № 36 РЖД","Иркутская область, г. Иркутск, Лицей № 36 РЖД",https://yandex.ru/maps/-/CCUcvWfR2A,Лицей № 36 РЖД,"Профсоюзная ул., 3, Иркутск","52.287209, 104.255939",52.287209,104.255939,,52,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Глазковское городское начальное училище (Здание МВД на транспорте)","Иркутская область, г. Иркутск, Глазковское городское начальное училище (Здание МВД на транспорте)",https://yandex.ru/maps/-/CCUgIPvgSD,"улица Челнокова, 1","улица Челнокова, 1, Иркутск, 664005","52.284365, 104.258310",52.284365,104.25831,http://irkipedia.ru/content/glazkovskoe_gorodskoe_nachalnoe_uchilishche_imeni_svyatogo_knyazya_vladimira,53,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Детский приют имени Платона Петровича Сукачева ( поликлиника №5)","Иркутская область, г. Иркутск, Детский приют имени Платона Петровича Сукачева ( поликлиника №5)",https://yandex.ru/maps/-/CCUcvWCX1C,ОГБУЗ ИГБ № 5,"ул. Шмидта, 20А, Иркутск","52.275075, 104.252989",52.275075,104.252989,,54,Иркутск
Маршруты Иркутска: трамвайный (маршрут №1),"Иркутская область, г. Иркутск, Вокзал станции Иркутск- Пассажирский","Иркутская область, г. Иркутск, Вокзал станции Иркутск- Пассажирский",https://yandex.ru/maps/-/CCUcvWSKsD,Иркутск-Пассажирский,"ул. Челнокова, 3/1, Иркутск","52.282444, 104.259752",52.282444,104.259752,,55,Иркутск
